,names,Yield Strength,Pressure treated,Area under heat treatment curve,Strengthening Precipitate Phase,Powder processed,Al,B,C,Co,Cr,Cu,Fe,Hf,La,Mg,Mn,Mo,N,Nb,Ni,P,Re,Ru,Si,Ta,Ti,V,W,Y,Th,O,Zr,Ultimate Tensile Strength,Elongation
150,waspaloy41,,No,19620,,No,1.36,0.011,0.01,14,19,0,0,,,0,0,4.1,0,0,58.37,0,,,0,0,3.15,0,0,0,0,0,0,,
151,Inconel925/t,,No,15611,,No,0.2,0,0,0,20,0,28,0,,0,0,3,0,0,43,0,,,0,0,2.2,0,0,0,0,0,0,1167,
152,Nimonic105,750,No,35124,GammaPrime,No,4.7,0.005,0.13,20,15,0,0,0,0,0,0.3,5,0,0,53,0,0,0,0.3,0,1.2,0,0,0,0,0,0.1,,23.9
153,Haynes230,280,No,0,Solution,No,0.3,0,0.1,0,22,0,0,0,0.02,0,0.5,2,0,0,57,0,0,0,0.4,0,0,0,14,0,0,0,0,,56
154,Unnamedalloy5,239.1,No,12349,GammaPrime,No,1.65,0,0.05,0,20,0,0,0,0,0,0,0,0,0,75.8,0,0,0,0,0,2.5,0,0,0,0,0,0,,
155,Haynes556,,No,0,,No,0.3,0,0.1,20,22,0,29,0,,0,1.5,3,0.2,0.1,20,0,,,0.4,0.9,0,0,2.5,0,0,0,0,645,
156,MA6000,,No,0,,No,4.5,0.01,0.05,0,15,0,1,,,0,0,2,0,0,69.84,0,,,0,2,2.5,0,2,0,0,0,0,,
157,AEREX350,,No,4316,,No,0.84,0.021,0.019,25.15,17.03,0.004,0,0,,0,0,3.05,0,1.13,44.69,0,,,0,4.02,2.07,0,2.17,0,0,0,0,1516,
158,RR7080,,No,17420,,No,5.5,0.015,0.14,10,9,0,0,,,0,0,0,0,0,61,1.5,,,0,2.5,1.5,0,10,0,0,0,0.05,,
159,Inconel718,,No,17904,,No,0.5,0,0.04,0,19,0,18.5,0,,0,0.2,3,0,5.1,52.5,0,,,0.2,0,0.9,0,0,0,0,0,0,1275,
160,RR1000,883,No,617320,GammaPrime,Yes,3,0.015,0.027,18.5,15,0,0,0.75,0,0,0,5,0,0,52.05,0,0,0,0,2,3.6,0,0,0,0,0,0.06,,24.7
161,RR1000+,,No,7800,,No,3.1,0.02,0.045,17,15,0,0,,,0,0,4.5,0,0,53.53,0.35,,,0,2,4.4,0,0,0,0,0,0.06,,
162,Udimet710,,No,41416,,No,2.5,0.02,0.07,15,18,0,0,,,0,0,3,0,0,55,0,,,0,0,5,0,1.5,0,0,0,0,,
163,B-1900,756,No,0,GammaPrime,No,5.84,0.015,0.1,10.06,8.39,0,0,0,0,0,0,5.92,0,0.02,64.53,0,0,0,0,3.96,0.97,0,0.1,0,0,0,0.1,,12.4
164,Cabot214,,No,4484,,No,4.5,0,0,0,16,0,2.5,0,,0,0,0,0,0,75,0,,,0,0,0,0,0,0,0,0,0,675,
165,Inconel738X,,No,22474,,No,3.7,0.0125,0.15,8.96,15.5,0,0.14,0,,0,0.1,1.68,0,1.5,59.89,0,,,0.1,1.9,3.75,0,2.55,0,0,0,0.069,831.5,
166,MA6000,,No,0,,No,4.5,0.01,0.05,0,15,0,1,,,0,0,2,0,0,69.84,0,,,0,2,2.5,0,2,0,0,0,0,,
167,Inconel706,,No,14223,,No,0.23,0.0045,0.041,0,15.79,0.001,37.88,0,,0,0.07,0,0,3.05,41.16,0,,,0.09,0,1.68,0,0,0,0,0,0,1055,
168,Inconel617,,No,4708,,No,1,0,0.07,12.5,22,0,0,,,0,0,9,0,0,54,0,,,0,0,0.3,0,0,0,0,0,0,,
169,Inconel738,932,No,0,GammaPrime,No,3.51,0.011,0.18,8.5,16.2,0,0,0,0,0,0,2.65,0,0.94,61.85,0,0,0,0,0.1,3.43,0,2.53,0,0,0,0.1,,11.5
170,InconelMA6000,352,No,22756,yprime+ODS,No,4.5,0.01,0.05,0,15,0,0,0,0,0,0,2,0,0,69,0,0,0,0,2,2.5,0,4,1.968556244,0,0.531443756,0.15,,
171,Astroloy,958,No,41520,GammaPrime,Yes,3.87,0.02,0.015,16.9,14.8,0,0.4,0,0,0,0,5.1,0,0,55.43,0,0,0,0.02,0,3.45,0,0,0,0,0,0,,17.8
172,J5,,No,8250,,No,0.1,0,0.01,0,12.3,0,0,,,0,0,22,0,0,64.51,0,,,0,1,0,0,0,0,0,0,0,,
173,N-155,505,No,4441,Solution,No,0,0,0.15,20,21,0,30,0,0,0,1.5,3,0.15,1,20,0,0,0,0.5,0,0,0,2.5,0,0,0,0,,17
174,El-929,,No,6442,,No,4,0.02,0.1,14,10,0,0,,,0,0,4,0,0,60.38,0,,,0,0,2,0.5,5,0,0,0,0,,
175,B-1900,,No,0,,No,6,0.015,0.1,10,8,0,0,0,,0,0,6,0,0,64,0,,,0,4,1,0,0,0,0,0,0.1,1015,
176,Rene220,,No,6590,,No,0.5,0.01,0.015,12,18,0,0,,,0,0,3,0,5,57.48,0,,,0,3,1,0,0,0,0,0,0,,
177,Inconel718KC1554,,No,985003.3333,,No,0.61,0.0044,0.061,0.36,17.86,0.001,19.95,0,,0,0.12,2.95,0,3.64,52.38,0,,,0.64,0,0.96,0,0,0,0,0,0,1290,
178,Inconel601,,No,1149,,No,1.4,0,0.05,0,23,0,14.1,0,,0,0.5,0,0,0,60.5,0,,,0.2,0,0,0,0,0,0,0,0,740,
179,Udimet710,,No,18722,,No,2.48,0.015,0.06,15.5,17.8,0,0.14,,,0,0.03,3.17,0,0,54.09,0,,,0,0,4.97,0,1.75,0,0,0,0,,
180,MAR-M247:WLB,266,Yes,24530,GammaPrime,No,5.55,0.015,0.17,10.1,8.51,0,0.04,1.47,0,0,0,0.77,0,0,59.83,0,0,0,0,2.91,0.95,0,9.65,0,0,0,0.04,,9.2
181,TMW1,,No,32160,,No,2.4,0.02,0.03,14.8,16.3,0,0,,,0,0,3.1,0,0,59.22,0,,,0,0,2.8,0,1.3,0,0,0,0.03,,
182,Udimet720,,No,28198,,No,2.5,0.033,0.035,14.7,18,0,0,0,,0,0,3,0,0,55.15,0,,,0,0,5,0,1.25,0,0,0,0.03,1455,
183,Inconel718,823,No,6146,DoublePrime,No,0.52,0,0.018,0,17.64,0,19.74,0,0,0,0,2.89,0,5.08,53.16,0,0,0,0,0.01,0.94,0,0,0,0,0,0,,31.6
184,U720Li,,No,31968,,No,2.47,0.018,0.023,15.3,16.2,0,0,,,0,0,3.06,0,0,56.38,0,,,0,0,5.18,0,1.33,0,0,0,0.039,,
185,AlloyT+,,No,7960,,No,3.1,0.02,0.045,17,15,0,0,0,,0,0,4,0,0,53.88,0,,,0,2.5,4.4,0,0,0,0,0,0.06,1294,
186,MAR-M247,,No,43550,,No,5.5,0.015,0.14,10,8.3,0,0,,,0,0,0.7,0,0,60,1.5,,,0,3,1,0,10,0,0,0,0.05,,
187,HaynesR-41,,No,16476,,No,1.5,0.006,0.09,11,19,0,5,,,0,0.1,10,0,0,49.7,0,,,0.5,0,3.1,0,0,0,0,0,0,,
188,RR1000,,No,17320,,No,3,0.015,0.027,18.5,15,0,0,,,0,0,5,0,0,52.05,0.75,,,0,2,3.6,0,0,0,0,0,0.06,,
189,Waspaloy1728,890,No,44108,GammaPrime,No,1.36,0.001,0.038,3.6,19.5,0,0,0,0,0,0,3.96,0,0,68.46,0,0,0,0,0,3.02,0,0,0,0,0,0.06,,
190,Inconel718,875,No,6146,DoublePrime,No,0.51,0,0.008,0,17.92,0,18.97,0,0,0,0,2.92,0,5.24,53.49,0,0,0,0,0.01,0.93,0,0,0,0,0,0,,32.9
191,Udimet720,,No,14386,,No,2.5,0.033,0.035,14.7,18,0,0,0,,0,0,3,0,0,55.15,0,,,0,0,5,0,1.25,0,0,0,0.03,1380,
192,Inconel100GATORIZE,,No,0,,No,5,0.03,0.07,18.5,12.4,0,0,0,,0,0,3.2,0,0,55.8,0,,,0,0,4.3,0.8,0,0,0,0,0.06,1095,
193,Waspaloy,979,No,19640,GammaPrime,No,1.44,0,0.018,13.8,19.6,0,0.4,0,0,0,0,4.25,0,0,57.53,0,0,0,0.04,0,2.92,0,0,0,0,0,0,,27
194,Inconel792,475,No,22474,GammaPrime,No,3.1,0.02,0.12,9,12.4,0,0,0,0,0,0,1.9,0,0,61,0,0,0,0,3.9,4.5,0,3.8,0,0,0,0.1,,25
195,RR1000,,No,17320,,No,3,0.015,0.027,18.5,15,0,0,,,0,0,5,0,0,52.05,0.75,,,0,2,3.6,0,0,0,0,0,0.06,,
196,UnitempAF2-1DA6,,No,16756,,No,4,0.015,0.04,10,12,0,0,0,,0,0,2.7,0,0,60,0,,,0,0,2.8,0,1.5,0,0,0,0.1,1290,
197,Udimet720P/M,,No,24006,,No,2.5,0.02,0.025,14.75,16,0,0,0,,0,0,3,0,0,57.41,0,,,0,0,5,0,1.25,0,0,0,0.035,1427,
198,Inconel718KC1541,,No,11670,,No,0.74,0.0075,0.064,0.36,17.6,0.011,18.87,0,,0,0.11,2.96,0,5.34,52.96,0,,,0.6,0,0.37,0,0,0,0,0,0,1348.6,
199,RR1000,,No,17320,,No,3,0.015,0.027,18.5,15,0,0,0,,0,0,5,0,0,52.05,0.75,,,0,2,3.6,0,0,0,0,0,0.06,1602,
200,U720Li,,No,41440,,No,2.47,0.018,0.023,15.3,16.2,0,0,,,0,0,3.06,0,0,56.38,0,,,0,0,5.18,0,1.33,0,0,0,0.039,,
201,Udimet720P_M,1176,No,23914,GammaPrime,Yes,2.5,0.03,0.025,14.75,16,0,0,0,0,0,0,3,0,0,57.41,0,0,0,0,0,5,0,1.25,0,0,0,0.035,,20.7
202,Inconel718,,No,15924,,No,0.62,0.002,0.04,0.01,17.56,0,18.11,,,0,0.13,3.06,0,5.3,54.13,0,,,0.11,0,0.93,0,0,0,0,0,0,,
203,KM46,955,No,11176,GammaPrime,Yes,3.71,0.034,0.0231,17.63,12.34,0,0,0.32,0,0.0021,0,3.98,0,1.93,55.71,0,0,0,0,0,4.3,0,0,0,0,0,0.0235,,
204,Rene41,,No,4605,,No,1.5,0.01,0.02,11,19,0,0,0,,0,0,9.8,0,0,55.42,0,,,0,0,3.2,0,0,0,0,0,0.05,819,
205,TMW1,553,No,32160,GammaPrime,No,2.4,0.02,0.03,14.8,16.3,0,0,0,0,0,0,3.1,0,0,59.22,0,0,0,0,0,2.8,0,1.3,0,0,0,0.03,,13.5
206,Inconel731X,,No,0,,No,5.6,0.014,0.16,9.72,9.6,0,0.23,,,0,0,2.46,0,0,66.66,0,,,0.045,0,4.66,0.85,0,0,0,0,0,,
207,Udimet520,,No,36876,,No,1.98,0.005,0.04,12.2,12.1,0,0.1,,,0,0.1,6.2,0,0,63.2,0,,,0.1,0,3,0,0.98,0,0,0,0,,
208,Inconel718KC1545,826.7,No,37810.8,DoublePrime,No,0.34,0.0047,0.062,0.36,17.89,0,19.2,0,0,0,0.14,2.93,0,4.03,52.75,0.003,0,0,0.89,0,1.2,0,0,0,0,0,0,,18.6
209,Haynes282,700,No,10566,GammaPrime,No,1.5,0.005,0.06,10,20,0,1.5,0,0,0,0.3,8.5,0,0,55.89,0,0,0,0.15,0,2.1,0,0,0,0,0,0,,30.3
210,Inconel718,,No,23655,,No,0.53,0,0.05,0,17.9,0,18.92,0,,0,0.06,3,0,5,53.5,0,,,0.05,0,0.99,0,0,0,0,0,0,1022,
211,Thermo-Span,,No,11805,,No,0.45,0.004,0,29,5.5,0,34.8,0,,0,0,0,0,4.8,24.25,0,,,0.35,0,0.85,0,0,0,0,0,0,959,
212,Inconel625,,No,3611,,No,0.25,0,0.016,0,21.45,0,1.41,0,,0,0.05,8.89,0.006,3.77,63.84,0,,,0.06,0,0.26,0,0,0,0,0,0,1057,
213,Udimet720P/M,,No,23620,,No,2.5,0.02,0.025,14.75,16,0,0,0,,0,0,3,0,0,57.41,0.75,,,0,0,5,0,1.25,0,0,0,0.035,1575,
214,Nimonic263,585,No,8690,GammaPrime,No,0.45,0,0.06,20,20,0,0,0,0,0,0,5.85,0,0,51.49,0,0,0,0,0,2.15,0,0,0,0,0,0,,41
215,Udimet520,,No,36820,,No,2,0.005,0.05,12,19,0,0,0,,0,0,6,0,0,57,0,,,0,0,3,0,1,0,0,0,0,1310,
216,Rene95,860,No,1964,GammaPrime,Yes,3.43,0.009,0.07,7.85,13.63,0,0,0,0,0,0,3.5,0,3.46,62,0.007,0,0,0.01,0,2.48,0,3.5,0,0,0,0.05,,5
217,Waspaloy1650,,No,44108,,No,1.35,0.004,0.035,13.5,19.4,0,0,0,,0,0,4.05,0,0,58.53,0,,,0,0,3.07,0,0,0,0,0,0.06,1182,
218,Inconel713C,,No,0,,No,6.3,0.011,0.09,0,13.5,0,0,0,,0,0,4.6,0,1.8,71.33,0,,,0,1.5,0.8,0,0,0,0,0,0.07,957,
219,Waspaloy,,No,36708,,No,1.3,0.006,0.08,13.5,19.5,0,0,,,0,0,4.3,0,0,58,0,,,0,0,3,0,0,0,0,0,0,,
220,Allvac718PLUS,,No,11666,,No,1.5,0,0,15,18,0,10,,,0,0,2.8,0,5.5,46.5,0,,,0,0,0.7,0,0,0,0,0,0,,
221,AF2-1DA6,853,No,37552,GammaPrime,Yes,4.6,0.015,0.04,10,12,0,0,0,0,0,0,2.8,0,0,61.55,0,0,0,0,1.5,2.8,0,4.6,0,0,0,0.1,,
222,CMSX2-singlecrystal,1245,No,27594,GammaPrime,No,5.6,0,0,4.6,8,0,0,0,0,0,0,0.6,0,0,66,0,0,0,0,5.8,0.9,0,7.9,0,0,0,0,,17
223,Rene220,,No,0,,No,1.3,0.015,0.04,4,20.1,0,1,,,0,0,2.4,0,1,64.95,0,,,0.5,2.1,2.5,0,0,0,0,0,0.1,,
224,NimonicPE.16,,No,16934,,No,1.2,0.02,0.05,1,16.5,0,33,,,0,0.1,1.1,0,0,43,0,,,0.1,0,1.2,0,0,0,0,0,0,,
225,NimonicPK.33,,No,24621,,No,2,0.03,0.05,14,18.5,0,0.3,,,0,0.1,7,0,0,56,0,,,0.1,0,2,0,0,0,0,0,0,,
226,Inconel718KC1552,,No,11670,,No,0.26,0.0055,0.054,0.36,18.02,0.002,20.71,0,,0,0.11,2.86,0,3.94,51.99,0,,,0.31,0,0.52,0,0,0,0,0,0,1181.1,
227,Udimet720P_M,1427,No,24006,GammaPrime,Yes,2.5,0.02,0.025,14.75,16,0,0,0,0,0,0,3,0,0,57.41,0,0,0,0,0,5,0,1.25,0,0,0,0.035,,25.3
228,InconelMA0754,,No,1316,,No,0.3,0,0.05,0,20,0,0,,,0,0,0,0,0,78,0,,,0,0,0.5,0,0,0,0,0,0,,
229,AlloyT+B,,No,7960,,No,3.1,0.035,0.045,17,15,0,0,,,0,0,4,0,0,53.86,0,,,0,2.5,4.4,0,0,0,0,0,0.06,,
230,Rene220,723,No,0,DoublePrime,No,1.3,0.015,0.04,12.9,15,0,1,0,0,0,0,2.4,0,1,61.15,0,0,0,0.5,2.1,2.5,0,0,0,0,0,0.1,,
231,Inconel706,,No,14073,,No,0.26,0.0034,0.008,0,15.65,0.003,37.1,,,0,0.02,0.02,0.0046,2.96,42.38,0,,,0.05,0,1.54,0,0,0,0,0,0,,
232,RR1000+,,No,7960,,No,3.1,0.02,0.045,17,15,0,0,,,0,0,4.5,0,0,53.53,0.35,,,0,2,4.4,0,0,0,0,0,0.06,,
233,RR1000+,954,No,7800,GammaPrime,Yes,3.1,0.02,0.045,17,15,0,0,0.35,0,0,0,4.5,0,0,53.53,0,0,0,0,2,4.4,0,0,0,0,0,0.06,,24.14
234,Inconel718KC1547,1236.2,No,38170.8,DoublePrime,No,0.28,0.0061,0.058,0.37,17.55,0,17.35,0,0,0,0.11,2.96,0,6,53.54,0.002,0,0,0.3,0,1.26,0,0,0,0,0,0,,13.9
235,Udimet700,,No,41416,,No,4,0.03,0.06,17,15,0,0,0,,0,0,5,0,0,55,0,,,0,0,3.5,0,0,0,0,0,0,690,
236,GMR-235,,No,0,,No,3,0.06,0.15,0,15.5,0,10,,,0,0.3,5.3,0,0,63,0,,,0,0,2,0,0,0,0,0,0,,
237,NimonicPK.33,99,No,3670.75,GammaPrime,No,2,0.03,0.05,14,18.5,0,0.3,0,0,0,0.1,7,0,0,56,0,0,0,0.1,0,2,0,0,0,0,0,0,,
238,RR1000+,761,No,7800,GammaPrime,Yes,3.1,0.02,0.045,17,15,0,0,0.35,0,0,0,4.5,0,0,53.53,0,0,0,0,2,4.4,0,0,0,0,0,0.06,,20.07
239,Alloy909,,No,11694,,No,0.05,0,0.005,12.9,0.1,0,41.4,0,,0,0,0.03,0,5.1,38.44,0,,,0.42,0,1.56,0,0,0,0,0,0,1341,
240,Thermo-Span,1158,No,11805,GammaPrime,No,0.45,0.004,0,29,5.5,0,34.8,0,0,0,0,0,0,4.8,24.25,0,0,0,0.35,0,0.85,0,0,0,0,0,0,,22.8
241,Inconel601,350,No,0,GammaPrime,No,1.4,0,0.05,0,23,0,14.1,0,0,0,0.5,0,0,0,60.5,0,0,0,0.2,0,0,0,0,0,0,0,0,,34
242,Inconel738X,695,No,22474,GammaPrime,No,3.7,0.0125,0.15,8.96,15.5,0,0.14,0,0,0,0.1,1.68,0,1.5,59.89,0,0,0,0.1,1.9,3.75,0,2.55,0,0,0,0.069,,7
243,Inconel706,,No,14073,,No,0.26,0.0034,0.008,0,15.65,0.003,37.1,,,0,0.02,0.02,0.0046,2.96,42.38,0,,,0.05,0,1.54,0,0,0,0,0,0,,
244,Inconel600,180,No,2242,Solution,No,0,0,0.08,0,15.5,0,8,0,0,0,0.5,0,0,0,76,0,0,0,0.2,0,0,0,0,0,0,0,0,,70
245,Inconel713C,,No,0,,No,5.9,0.01,0.05,0,12,0,0,0,,0,0,4.5,0,2,75,0,,,0,0,1.6,0,0,0,0,0,0.1,955,
246,Inconel718,1020,No,17904,DoublePrime,No,0.5,0,0.04,0,19,0,18.5,0,0,0,0.2,3,0,5.1,52.5,0,0,0,0.2,0,0.9,0,0,0,0,0,0,,19
247,Udimet720,,No,28198,,No,2.5,0.033,0.035,14.7,18,0,0,0,,0,0,3,0,0,55.15,0,,,0,0,5,0,1.25,0,0,0,0.03,1154,
248,Waspaloy1728,716.9,No,44108,GammaPrime,No,1.36,0.001,0.038,3.6,19.5,0,0,0,0,0,0,3.96,0,0,68.46,0,0,0,0,0,3.02,0,0,0,0,0,0.06,,
249,Inconel718_Ta,783,No,9141,DoublePrime,No,0.47,0.0043,0.044,0,19.2,0,18,0,0,0,0,3,0,0.02,49.1,0,0,0,0.02,9.1,1.04,0,0,0,0,0,0,,8
250,Waspaloy1652,,No,44108,,No,1.32,0.003,0.035,10,19.4,0,0,0,,0,0,4.02,0,0,62.11,0,,,0,0,3.05,0,0,0,0,0,0.06,1320,
251,MAR-M421,,No,0,,No,4.52,0.019,0.18,10.78,14.96,0,0.21,,,0,0.1,1.82,0,2.32,60.04,0,,,0.04,0,1.64,0,3.33,0,0,0,0.04,,
252,Inconel706,690,No,14223,Both,No,0.24,0,0.021,0.03,16.2,0,37.3,0,0,0,0,0.05,0,3,41.59,0,0,0,0.05,0,1.52,0,0,0,0,0,0,,20
253,MA6000,,No,0,,No,4.5,0.01,0.05,0,15,0,1,,,0,0,2,0,0,69.84,0,,,0,2,2.5,0,2,0,0,0,0,,
254,Unnamedalloy28,,No,49600,,No,1.49,0,0.006,19.2,24.25,0,0,,,0,0,1.44,0,1.08,76.4,0,,,0,0,2.93,0,0,0,0,0,0,,
255,U720Li,870,No,41508,GammaPrime,Yes,2.49,0.015,0.012,15.3,16.4,0,0,0,0,0,0,3.06,0,0,56.35,0,0,0,0,0,5.04,0,1.3,0,0,0,0.035,,33
256,Rene95,,No,1923,,No,3.43,0.009,0.07,7.85,13.63,0.007,0,0,,0,0,3.5,0,3.46,62,0,,,0.01,0,2.48,0,3.5,0,0,0,0.05,1531,
257,U720Li,,No,41440,,No,2.47,0.018,0.023,15.3,16.2,0,0,0,,0,0,3.06,0,0,56.38,0,,,0,0,5.18,0,1.33,0,0,0,0.039,890,
258,M22,860,No,0,GammaPrime,No,6.3,0,0.13,0,5.7,0,0,0,0,0,0,2,0,0,71,0,0,0,0,3,0,0,11,0,0,0,0.6,,7
259,B-1900,830,No,0,GammaPrime,No,6,0.015,0.1,10,8,0,0,0,0,0,0,6,0,0,64,0,0,0,0,4,1,0,0,0,0,0,0.1,,8
260,Inconel731X,,No,0,,No,5.6,0.014,0.16,9.72,9.6,0,0.23,,,0,0,2.46,0,0,66.66,0,,,0.045,0,4.66,0.85,0,0,0,0,0,,
261,Unnamedalloy20,,No,0,,No,6,0.02,0.019,0,6,0,0,,,0,0,2,0,1.5,73.36,0,,,0,0,0,0,11,0,0,0,0.1,,
262,MAR-M421,400,No,18718,GammaPrime,No,4.3,0.015,0.14,9.5,15.8,0,0,0,0,0,0,2,0,2,61,0,0,0,0,0,1.8,0,3.8,0,0,0,0.05,,40
263,Udimet500,,No,21072,,No,3,0.07,0.07,19,18,0,0,0,,0,0,4.2,0,0,52,0,,,0,0,3,0,0,0,0,0,0.05,662,
264,Udimet720P/M,,No,23914,,No,2.5,0.02,0.025,14.75,16,0,0,,,0,0,3,0,0,57.41,0,,,0,0,5,0,1.25,0,0,0,0.035,,
265,MERL76,,No,2352,,No,5,0.02,0.02,18.5,12.5,0,0,,,0,0,3.2,0,1.4,54.5,0.4,,,0,0,4.4,0,0,0,0,0,0.06,,
266,Inconel792,585,No,22474,GammaPrime,No,3.1,0.02,0.12,9,12.4,0,0,0,0,0,0,1.9,0,0,61,0,0,0,0,3.9,4.5,0,3.8,0,0,0,0.1,,21
267,Haynes263,554,No,10566,GammaPrime,No,0.6,0.005,0.06,20,20,0,0.7,0,0,0,0.4,6,0,0,49.64,0,0,0,0.2,0,2.4,0,0,0,0,0,0,,39.6
268,Rene63,727,No,16821,GammaPrime,No,3.8,0.01,0.02,15,14,0,0,0,0,0,0,6,0,0,58.62,0,0,0,0,0,2.5,0,0,0,0,0,0.05,,
269,J5,239,No,5100,Solution,No,0.1,0,0.01,0,12.3,0,0,0,0,0,0,22,0,0,64.51,0,0,0,0,1,0,0,0,0.08,0,0,0,,
270,Rene220,,No,0,,No,1.3,0.015,0.04,12.9,24,0,1,0,,0,0,2.4,0,1,52.15,0,,,0.5,2.1,2.5,0,0,0,0,0,0.1,825,
271,Nimonic75,,No,1,,No,0,0,0.1,0,19.5,0,3,,,0,0.3,0,0,0,76,0,,,0.3,0,0.4,0,0,0,0,0,0,,
272,D-979,655,No,17360,GammaPrime,No,1,0.01,0.05,0,15,0,27,0,0,0,0.3,4,0,0,49.44,0,0,0,0.2,0,3,0,0,0,0,0,0,,17
273,Rene220,,No,0,,No,1.3,0.015,0.04,8,20.1,0,1,0,,0,0,2.4,0,1,60.95,0,,,0.5,2.1,2.5,0,0,0,0,0,0.1,910,
274,Waspaloy1730,,No,44108,,No,1.35,0.001,0.04,0.01,19.5,0,0,0,,0,0,3.94,0,0,72.09,0,,,0,0,3.01,0,0,0,0,0,0.06,1307,
275,Inconel718_Ta,836,No,11876,DoublePrime,No,0.47,0.0043,0.044,0,19.2,0,18,0,0,0,0,3,0,0.02,49.1,0,0,0,0.02,9.1,1.04,0,0,0,0,0,0,,17.9
276,Inconel718,813,No,11708,DoublePrime,Yes,0.5,0.005,0.04,0,18.5,0,18.5,0,0,0,0,3,0,4,53.6,0,0,0,0,0,0.9,0,0,0,0,0,0,,
277,AF115,,No,74672,,No,3.8,0.02,0.05,15,10.7,0,0,0,,0,0,3.9,0,1.7,56.33,0.75,,,0,0,3.9,0,3.8,0,0,0,0.05,1367,
278,Rene41,,No,4605,,No,1.5,0.01,0.02,11,19,0,0,,,0,0,9.8,0,0,55.42,0,,,0,0,3.2,0,0,0,0,0,0.05,,
279,Allvac718PLUS,,No,12890,,No,1.5,0.005,0.02,9.1,17.4,0.013,9.7,,,0,0,2.7,0,5.5,52.36,0,,,0,0,0.7,0,1,0,0,0,0,,
280,RR1000,1063,No,767320,GammaPrime,Yes,3,0.015,0.027,18.5,15,0,0,0.75,0,0,0,5,0,0,52.05,0,0,0,0,2,3.6,0,0,0,0,0,0.06,,17.8
281,Inconel718_Ta,,No,9141,,No,0.47,0.0043,0.044,0,19.2,0,18,0,,0,0,3,0,0.02,49.1,0,,,0.02,9.1,1.04,0,0,0,0,0,0,1065,
282,Udimet500,,No,36708,,No,2.9,0.006,0.08,18.5,18,0,0,0,,0,0,4,0,0,54,0,,,0,0,2.9,0,0,0,0,0,0.05,1240,
283,MAR-M247:WLB,860,Yes,24530,GammaPrime,No,5.55,0.015,0.17,10.1,8.51,0,0.04,1.47,0,0,0,0.77,0,0,59.83,0,0,0,0,2.91,0.95,0,9.65,0,0,0,0.04,,5.9
284,Waspaloy,,No,36708,,No,1.3,0.006,0.08,13.5,19.5,0,0,0,,0,0,4.3,0,0,58,0,,,0,0,3,0,0,0,0,0,0,275,
285,Inconel731X,,No,0,,No,5.6,0.014,0.16,9.72,9.6,0,0.23,,,0,0,2.46,0,0,66.66,0,,,0.045,0,4.66,0.85,0,0,0,0,0,,
286,Rene220,812,No,0,DoublePrime,No,1.3,0.015,0.04,12.9,24,0,1,0,0,0,0,2.4,0,1,52.15,0,0,0,0.5,2.1,2.5,0,0,0,0,0,0.1,,
287,Inconel718KC1546,,No,11670,,No,1.22,0.0048,0.058,0.36,17.78,0.003,18.87,0,,0,0.11,2.93,0,3.94,53.28,0,,,0.88,0,0.56,0,0,0,0,0,0,1316.9,
288,TMW2,537,No,32160,GammaPrime,No,2.3,0.02,0.03,21.8,14.4,0,0,0,0,0,0,2.8,0,0,51.42,0,0,0,0,0,5.9,0,1.3,0,0,0,0.03,,16.8
289,MAR-M247,298,No,42150,GammaPrime,No,5.5,0.015,0.14,10,8.3,0,0,1.5,0,0,0,0.7,0,0,60,0,0,0,0,3,1,0,10,0,0,0,0.05,,8.3
290,NimonicPK.33,,No,24621,,No,2,0.03,0.05,14,18.5,0,0.3,,,0,0.1,7,0,0,56,0,,,0.1,0,2,0,0,0,0,0,0,,
291,Rene220,,No,0,,No,1.3,0.015,0.04,20,20.1,0,1,0,,0,0,2.4,0,1,48.95,0,,,0.5,2.1,2.5,0,0,0,0,0,0.1,833,
292,Rene125+Hf,725,No,0,GammaPrime,No,4.8,0.015,0.11,10,8.5,0,0,1.4,0,0,0,2,0,0,59,0,0,0,0,3.8,2.5,0,8,0,0,0,0.05,,8
293,Nimonic105,795,No,35124,GammaPrime,No,4.7,0.005,0.13,20,15,0,0,0,0,0,0.3,5,0,0,53,0,0,0,0.3,0,1.2,0,0,0,0,0,0.1,,20.5
294,Inconel731X,,No,0,,No,5.6,0.014,0.16,9.72,9.6,0,0.23,,,0,0,2.46,0,0,66.66,0,,,0.045,0,4.66,0.85,0,0,0,0,0,,
295,Inconel939,584,No,10640,GammaPrime,No,1.9,0.01,0.15,19,22.5,0,0,0,0,0,0,0,0,1,48.24,0,0,0,0,1.4,3.7,0,2,0,0,0,0.1,,10.4
296,Inconel718p1,980,No,27840,DoublePrime,No,0.52,0.005,0.02,0,18.69,0,18.96,0,0,0,0.02,3.01,0,5.2,52.52,0.001,0,0,0.05,0,1.01,0,0,0,0,0,0,,24.1
297,Alloy101,,No,35200,,No,3.4,0.015,0.16,9,12.2,0,0,,,0,0,1.95,0,0,60.17,1,,,0,3.95,4.1,0,3.95,0,0,0,0.11,,
298,Incoloy909,819,No,11694,GammaPrime,No,0.05,0,0.005,12.9,0.1,0,41.1,0,0,0,0,0,0,5.1,38.77,0,0,0,0.42,0,1.56,0,0,0,0,0,0,,26
299,Nimonic090,550,No,19896,GammaPrime,No,1.5,0.003,0.07,16.5,19.5,0,0,0,0,0,0.3,0,0,0,59,0,0,0,0.3,0,2.5,0,0,0,0,0,0.06,,16
