,Name,"Tensile Strength, Yield",Heat treatment 1 Temperature,Heat treatment 1 Time,Heat treatment 2 Temperature,Heat treatment 2 Time,Heat treatment 3 Temperature,Heat treatment 3 Time,Heat treatment 4 Temperature,Heat treatment 4 Time,Heat treatment 5 Temperature,Heat treatment 5 Time,Al,B,C,Co,Cr,Cu,Fe,Hf,La,Mg,Mn,Mo,N,Nb,Ni,P,Re,Ru,Si,Ta,Ti,V,W,Y,Th,O,Zr,"Tensile Strength, Ultimate",Elongation at Break
133,Inconel625,,927,1,649,4,0,0,0,0,0,0,0.25,0,0.021,0,21.43,0,1.28,0,,0,0.03,8.88,0.006,3.77,64.02,0,,,0.05,0,0.26,0,0,0,0,0,0,1027,
134,Waspaloy,,1020,4,850,4,760,16,0,0,0,0,1.44,0,0.018,13.8,19.6,0,0.4,0,,0,0,4.25,0,0,57.53,0,,,0.04,0,2.92,0,0,0,0,0,0,1461,
135,Rene80,,1218,4,1093,4,1052,24,843,16,0,0,3,0.015,0.17,9.5,14,0,0,0,,0,0,4,0,0,60,0,,,0,0,5,0,4,0,0,0,0.03,1030,
136,Inconel625,665,927,1,671,4,0,0,0,0,0,0,0.25,0,0.021,0,21.43,0,1.28,0,0,0,0.03,8.88,0.006,3.77,64.02,0,0,0,0.05,0,0.26,0,0,0,0,0,0,,38
137,J16,,1200,0,650,5,650,6,0,0,0,0,0.1,0,0.008,0,12.2,0,0,,,0,0,15.5,0,0,64.52,0,,,0,1,0,0,6.6,0,0,0,0,,
138,Inconel718,,1135,10,1135,10,955,1,0,0,0,0,0.53,0,0.05,0,17.9,0,18.92,0,,0,0.06,3,0,5,53.5,0,,,0.05,0,0.99,0,0,0,0,0,0,817,
139,AlloyT+,824,1190,4,800,4,0,0,0,0,0,0,3.1,0.02,0.045,17,15,0,0,0,0,0,0,4,0,0,53.88,0,0,0,0,2.5,4.4,0,0,0,0,0,0.06,,23.79
140,Inconel718_Ta,752,1052,1,732,8,621,8,0,0,0,0,0.47,0.0043,0.044,0,19.2,0,18,0,0,0,0,3,0,0.02,49.1,0,0,0,0.02,9.1,1.04,0,0,0,0,0,0,,8
141,Rene95,,899,,0,,732,64,0,0,0,0,3.5,0.01,0.15,8,14,0,0,0,,0,0,3.5,0,3.5,61,0,,,0,0,2.5,0,3.5,0,0,0,0.05,1620,
142,Waspaloy1727,,1190,24,847,4,760,16,0,0,0,0,1.34,0.003,0.033,5.8,18.9,0,0,0,,0,0,3.92,0,0,67,0,,,0,0,2.94,0,0,0,0,0,0.06,1173,
143,Inconel738LC,,1120,2,845,24,0,0,0,0,0,0,3.44,0.01,0.09,8.61,15.95,0,0.04,0,,0,0,1.77,0,0.92,61.18,0,,,0,1.76,3.55,0,2.64,0,0,0,0.038,947,
144,Inconel100,850,0,0,0,0,0,0,0,0,0,0,5.5,0.014,0.18,15,10,0,0,0,0,0,0,3,0,0,60,0,0,0,0,0,4.7,1,0,0,0,0,0.06,,9
145,Inconel718_Ta,,1093,1,816,8,760,2,0,0,0,0,0.47,0.0043,0.044,0,19.2,0,18,,,0,0,3,0,0.02,49.1,0,,,0.02,9.1,1.04,0,0,0,0,0,0,,
146,Inconel939,682,1160,4,1000,6,800,4,0,0,0,0,2,0.004,0.15,19,22.4,0,0,0,0,0,0,0.01,0,1.02,48.23,0.005,0,0,0.001,1.45,3.71,0,2.02,0,0,0,0.003,,
147,HaynesR-41,408,1079,4,760,16,0,0,0,0,0,0,1.5,0.006,0.09,11,19,0,5,0,0,0,0.1,10,0,0,49.7,0,0,0,0.5,0,3.1,0,0,0,0,0,0,,24.9
148,InconelMA0754,,1316,1,0,0,0,0,0,0,0,0,0.3,0,0.05,0,20,0,0,0,,0,0,0,0,0,78,0,,,0,0,0.5,0,0,0,0,0,0,350,
149,MAR-M247:WLK,783,1185,2,871,20,0,0,0,0,0,0,5.5,0.013,0.17,10.15,8.63,0,0.04,1.4,0,0,0,0.73,0,0,59.66,0,0,0,0,3,1,0,9.67,0,0,0,0.04,,6.9
150,waspaloy41,,1020,4,845,4,760,16,0,0,0,0,1.36,0.011,0.01,14,19,0,0,,,0,0,4.1,0,0,58.37,0,,,0,0,3.15,0,0,0,0,0,0,,
151,Inconel925/t,,1010,1,741,5,741,8,621,8,0,0,0.2,0,0,0,20,0,28,0,,0,0,3,0,0,43,0,,,0,0,2.2,0,0,0,0,0,0,1167,
152,Nimonic105,750,1149,4,1060,16,848,16,0,0,0,0,4.7,0.005,0.13,20,15,0,0,0,0,0,0.3,5,0,0,53,0,0,0,0.3,0,1.2,0,0,0,0,0,0.1,,23.9
153,Haynes230,280,1232,0,0,0,0,0,0,0,0,0,0.3,0,0.1,0,22,0,0,0,0.02,0,0.5,2,0,0,57,0,0,0,0.4,0,0,0,14,0,0,0,0,,56
154,Unnamedalloy5,239.1,1149,1,700,16,0,0,0,0,0,0,1.65,0,0.05,0,20,0,0,0,0,0,0,0,0,0,75.8,0,0,0,0,0,2.5,0,0,0,0,0,0,,
155,Haynes556,,1121,0,0,0,0,0,0,0,0,0,0.3,0,0.1,20,22,0,29,0,,0,1.5,3,0.2,0.1,20,0,,,0.4,0.9,0,0,2.5,0,0,0,0,645,
156,MA6000,,0,0,0,0,0,0,0,0,0,0,4.5,0.01,0.05,0,15,0,1,,,0,0,2,0,0,69.84,0,,,0,2,2.5,0,2,0,0,0,0,,
157,AEREX350,,1052,1,816,4,0,0,0,0,0,0,0.84,0.021,0.019,25.15,17.03,0.004,0,0,,0,0,3.05,0,1.13,44.69,0,,,0,4.02,2.07,0,2.17,0,0,0,0,1516,
158,RR7080,,871,20,0,0,0,0,0,0,0,0,5.5,0.015,0.14,10,9,0,0,,,0,0,0,0,0,61,1.5,,,0,2.5,1.5,0,10,0,0,0,0.05,,
159,Inconel718,,982,1,718,8,621,18,0,0,0,0,0.5,0,0.04,0,19,0,18.5,0,,0,0.2,3,0,5.1,52.5,0,,,0.2,0,0.9,0,0,0,0,0,0,1275,
160,RR1000,883,1130,4,800,16,800,750,0,0,0,0,3,0.015,0.027,18.5,15,0,0,0.75,0,0,0,5,0,0,52.05,0,0,0,0,2,3.6,0,0,0,0,0,0.06,,24.7
161,RR1000+,,1150,4,800,4,0,0,0,0,0,0,3.1,0.02,0.045,17,15,0,0,,,0,0,4.5,0,0,53.53,0.35,,,0,2,4.4,0,0,0,0,0,0.06,,
162,Udimet710,,1177,4,1079,4,843,24,760,16,0,0,2.5,0.02,0.07,15,18,0,0,,,0,0,3,0,0,55,0,,,0,0,5,0,1.5,0,0,0,0,,
163,B-1900,756,0,0,0,0,0,0,0,0,0,0,5.84,0.015,0.1,10.06,8.39,0,0,0,0,0,0,5.92,0,0.02,64.53,0,0,0,0,3.96,0.97,0,0.1,0,0,0,0.1,,12.4
164,Cabot214,,1121,4,0,0,0,0,0,0,0,0,4.5,0,0,0,16,0,2.5,0,,0,0,0,0,0,75,0,,,0,0,0,0,0,0,0,0,0,675,
165,Inconel738X,,1121,2,843,24,0,0,0,0,0,0,3.7,0.0125,0.15,8.96,15.5,0,0.14,0,,0,0.1,1.68,0,1.5,59.89,0,,,0.1,1.9,3.75,0,2.55,0,0,0,0.069,831.5,
166,MA6000,,0,0,0,0,0,0,0,0,0,0,4.5,0.01,0.05,0,15,0,1,,,0,0,2,0,0,69.84,0,,,0,2,2.5,0,2,0,0,0,0,,
167,Inconel706,,982,1,843,3,718,8,621,8,0,0,0.23,0.0045,0.041,0,15.79,0.001,37.88,0,,0,0.07,0,0,3.05,41.16,0,,,0.09,0,1.68,0,0,0,0,0,0,1055,
168,Inconel617,,1177,4,0,0,0,0,0,0,0,0,1,0,0.07,12.5,22,0,0,,,0,0,9,0,0,54,0,,,0,0,0.3,0,0,0,0,0,0,,
169,Inconel738,932,0,0,0,0,0,0,0,0,0,0,3.51,0.011,0.18,8.5,16.2,0,0,0,0,0,0,2.65,0,0.94,61.85,0,0,0,0,0.1,3.43,0,2.53,0,0,0,0.1,,11.5
170,InconelMA6000,352,1232,0.5,954,2,843,24,0,0,0,0,4.5,0.01,0.05,0,15,0,0,0,0,0,0,2,0,0,69,0,0,0,0,2,2.5,0,4,1.968556244,0,0.531443756,0.15,,
171,Astroloy,958,1160,4,1080,4,850,24,760,16,0,0,3.87,0.02,0.015,16.9,14.8,0,0.4,0,0,0,0,5.1,0,0,55.43,0,0,0,0.02,0,3.45,0,0,0,0,0,0,,17.8
172,J5,,1200,0,750,5,750,6,0,0,0,0,0.1,0,0.01,0,12.3,0,0,,,0,0,22,0,0,64.51,0,,,0,1,0,0,0,0,0,0,0,,
173,N-155,505,1177,1,816,4,0,0,0,0,0,0,0,0,0.15,20,21,0,30,0,0,0,1.5,3,0.15,1,20,0,0,0,0.5,0,0,0,2.5,0,0,0,0,,17
174,El-929,,1121,2,1050,4,0,0,0,0,0,0,4,0.02,0.1,14,10,0,0,,,0,0,4,0,0,60.38,0,,,0,0,2,0.5,5,0,0,0,0,,
175,B-1900,,0,0,0,0,0,0,0,0,0,0,6,0.015,0.1,10,8,0,0,0,,0,0,6,0,0,64,0,,,0,4,1,0,0,0,0,0,0.1,1015,
176,Rene220,,843,1,760,5,649,3,0,0,0,0,0.5,0.01,0.015,12,18,0,0,,,0,0,3,0,5,57.48,0,,,0,3,1,0,0,0,0,0,0,,
177,Inconel718KC1554,,954.4444444,1,718.3333333,8,621.1111111,8,648.8888889,1500,0,0,0.61,0.0044,0.061,0.36,17.86,0.001,19.95,0,,0,0.12,2.95,0,3.64,52.38,0,,,0.64,0,0.96,0,0,0,0,0,0,1290,
178,Inconel601,,1149,1,0,0,0,0,0,0,0,0,1.4,0,0.05,0,23,0,14.1,0,,0,0.5,0,0,0,60.5,0,,,0.2,0,0,0,0,0,0,0,0,740,
179,Udimet710,,1149,2,1066,4,760,16,0,0,0,0,2.48,0.015,0.06,15.5,17.8,0,0.14,,,0,0.03,3.17,0,0,54.09,0,,,0,0,4.97,0,1.75,0,0,0,0,,
180,MAR-M247:WLB,266,1185,2,871,20,0,0,0,0,0,0,5.55,0.015,0.17,10.1,8.51,0,0.04,1.47,0,0,0,0.77,0,0,59.83,0,0,0,0,2.91,0.95,0,9.65,0,0,0,0.04,,9.2
181,TMW1,,1100,4,650,24,760,16,0,0,0,0,2.4,0.02,0.03,14.8,16.3,0,0,,,0,0,3.1,0,0,59.22,0,,,0,0,2.8,0,1.3,0,0,0,0.03,,
182,Udimet720,,1113,2,1079,4,649,24,760,8,0,0,2.5,0.033,0.035,14.7,18,0,0,0,,0,0,3,0,0,55.15,0,,,0,0,5,0,1.25,0,0,0,0.03,1455,
183,Inconel718,823,1024,1,788,6.5,0,0,0,0,0,0,0.52,0,0.018,0,17.64,0,19.74,0,0,0,0,2.89,0,5.08,53.16,0,0,0,0,0.01,0.94,0,0,0,0,0,0,,31.6
184,U720Li,,1052,4,650,24,760,16,0,0,0,0,2.47,0.018,0.023,15.3,16.2,0,0,,,0,0,3.06,0,0,56.38,0,,,0,0,5.18,0,1.33,0,0,0,0.039,,
185,AlloyT+,,1190,4,800,4,0,0,0,0,0,0,3.1,0.02,0.045,17,15,0,0,0,,0,0,4,0,0,53.88,0,,,0,2.5,4.4,0,0,0,0,0,0.06,1294,
186,MAR-M247,,871,50,0,0,0,0,0,0,0,0,5.5,0.015,0.14,10,8.3,0,0,,,0,0,0.7,0,0,60,1.5,,,0,3,1,0,10,0,0,0,0.05,,
187,HaynesR-41,,1079,4,760,16,0,0,0,0,0,0,1.5,0.006,0.09,11,19,0,5,,,0,0.1,10,0,0,49.7,0,,,0.5,0,3.1,0,0,0,0,0,0,,
188,RR1000,,1130,4,800,16,750,0,0,0,0,0,3,0.015,0.027,18.5,15,0,0,,,0,0,5,0,0,52.05,0.75,,,0,2,3.6,0,0,0,0,0,0.06,,
189,Waspaloy1728,890,1190,24,847,4,760,16,0,0,0,0,1.36,0.001,0.038,3.6,19.5,0,0,0,0,0,0,3.96,0,0,68.46,0,0,0,0,0,3.02,0,0,0,0,0,0.06,,
190,Inconel718,875,1024,1,788,6.5,0,0,0,0,0,0,0.51,0,0.008,0,17.92,0,18.97,0,0,0,0,2.92,0,5.24,53.49,0,0,0,0,0.01,0.93,0,0,0,0,0,0,,32.9
191,Udimet720,,1113,2,0,,760,16,0,0,0,0,2.5,0.033,0.035,14.7,18,0,0,0,,0,0,3,0,0,55.15,0,,,0,0,5,0,1.25,0,0,0,0.03,1380,
192,Inconel100GATORIZE,,0,0,0,0,0,0,0,0,0,0,5,0.03,0.07,18.5,12.4,0,0,0,,0,0,3.2,0,0,55.8,0,,,0,0,4.3,0.8,0,0,0,0,0.06,1095,
193,Waspaloy,979,1020,4,850,4,760,16,0,0,0,0,1.44,0,0.018,13.8,19.6,0,0.4,0,0,0,0,4.25,0,0,57.53,0,0,0,0.04,0,2.92,0,0,0,0,0,0,,27
194,Inconel792,475,1121,2,843,24,0,0,0,0,0,0,3.1,0.02,0.12,9,12.4,0,0,0,0,0,0,1.9,0,0,61,0,0,0,0,3.9,4.5,0,3.8,0,0,0,0.1,,25
195,RR1000,,1130,4,800,16,800,0,0,0,0,0,3,0.015,0.027,18.5,15,0,0,,,0,0,5,0,0,52.05,0.75,,,0,2,3.6,0,0,0,0,0,0.06,,
196,UnitempAF2-1DA6,,1149,4,760,16,0,0,0,0,0,0,4,0.015,0.04,10,12,0,0,0,,0,0,2.7,0,0,60,0,,,0,0,2.8,0,1.5,0,0,0,0.1,1290,
197,Udimet720P/M,,1175,2,760,8,649,24,0,0,0,0,2.5,0.02,0.025,14.75,16,0,0,0,,0,0,3,0,0,57.41,0,,,0,0,5,0,1.25,0,0,0,0.035,1427,
198,Inconel718KC1541,,954.4444444,1,718.3333333,8,621.1111111,8,0,0,0,0,0.74,0.0075,0.064,0.36,17.6,0.011,18.87,0,,0,0.11,2.96,0,5.34,52.96,0,,,0.6,0,0.37,0,0,0,0,0,0,1348.6,
199,RR1000,,1130,4,800,16,0,0,0,0,0,0,3,0.015,0.027,18.5,15,0,0,0,,0,0,5,0,0,52.05,0.75,,,0,2,3.6,0,0,0,0,0,0.06,1602,
200,U720Li,,1170,4,1080,4,845,24,760,16,0,0,2.47,0.018,0.023,15.3,16.2,0,0,,,0,0,3.06,0,0,56.38,0,,,0,0,5.18,0,1.33,0,0,0,0.039,,
201,Udimet720P_M,1176,1129,2,760,8,649,24,0,0,0,0,2.5,0.03,0.025,14.75,16,0,0,0,0,0,0,3,0,0,57.41,0,0,0,0,0,5,0,1.25,0,0,0,0.035,,20.7
202,Inconel718,,941,4,760,16,0,0,0,0,0,0,0.62,0.002,0.04,0.01,17.56,0,18.11,,,0,0.13,3.06,0,5.3,54.13,0,,,0.11,0,0.93,0,0,0,0,0,0,,
203,KM46,955,1191,4,843,4,760,4,0,0,0,0,3.71,0.034,0.0231,17.63,12.34,0,0,0.32,0,0.0021,0,3.98,0,1.93,55.71,0,0,0,0,0,4.3,0,0,0,0,0,0.0235,,
204,Rene41,,1121,1,871,4,0,0,0,0,0,0,1.5,0.01,0.02,11,19,0,0,0,,0,0,9.8,0,0,55.42,0,,,0,0,3.2,0,0,0,0,0,0.05,819,
205,TMW1,553,1100,4,650,24,760,16,0,0,0,0,2.4,0.02,0.03,14.8,16.3,0,0,0,0,0,0,3.1,0,0,59.22,0,0,0,0,0,2.8,0,1.3,0,0,0,0.03,,13.5
206,Inconel731X,,0,0,0,0,0,0,0,0,0,0,5.6,0.014,0.16,9.72,9.6,0,0.23,,,0,0,2.46,0,0,66.66,0,,,0.045,0,4.66,0.85,0,0,0,0,0,,
207,Udimet520,,1121,4,843,24,760,16,0,0,0,0,1.98,0.005,0.04,12.2,12.1,0,0.1,,,0,0.1,6.2,0,0,63.2,0,,,0.1,0,3,0,0.98,0,0,0,0,,
208,Inconel718KC1545,826.7,3092.4,1,2327.4,8,2012.4,8,0,0,0,0,0.34,0.0047,0.062,0.36,17.89,0,19.2,0,0,0,0.14,2.93,0,4.03,52.75,0.003,0,0,0.89,0,1.2,0,0,0,0,0,0,,18.6
209,Haynes282,700,1121,2,1010,2,788,8,0,0,0,0,1.5,0.005,0.06,10,20,0,1.5,0,0,0,0.3,8.5,0,0,55.89,0,0,0,0.15,0,2.1,0,0,0,0,0,0,,30.3
210,Inconel718,,1135,10,1135,10,955,1,0,0,0,0,0.53,0,0.05,0,17.9,0,18.92,0,,0,0.06,3,0,5,53.5,0,,,0.05,0,0.99,0,0,0,0,0,0,1022,
211,Thermo-Span,,1093,1,718,8,621,8,0,0,0,0,0.45,0.004,0,29,5.5,0,34.8,0,,0,0,0,0,4.8,24.25,0,,,0.35,0,0.85,0,0,0,0,0,0,959,
212,Inconel625,,927,1,671,4,0,0,0,0,0,0,0.25,0,0.016,0,21.45,0,1.41,0,,0,0.05,8.89,0.006,3.77,63.84,0,,,0.06,0,0.26,0,0,0,0,0,0,1057,
213,Udimet720P/M,,982,2,760,8,649,24,0,0,0,0,2.5,0.02,0.025,14.75,16,0,0,0,,0,0,3,0,0,57.41,0.75,,,0,0,5,0,1.25,0,0,0,0.035,1575,
214,Nimonic263,585,1149,2,799,8,0,0,0,0,0,0,0.45,0,0.06,20,20,0,0,0,0,0,0,5.85,0,0,51.49,0,0,0,0,0,2.15,0,0,0,0,0,0,,41
215,Udimet520,,1107,4,843,24,760,16,0,0,0,0,2,0.005,0.05,12,19,0,0,0,,0,0,6,0,0,57,0,,,0,0,3,0,1,0,0,0,0,1310,
216,Rene95,860,1093,1,871,1,0,16,0,0,0,0,3.43,0.009,0.07,7.85,13.63,0,0,0,0,0,0,3.5,0,3.46,62,0.007,0,0,0.01,0,2.48,0,3.5,0,0,0,0.05,,5
217,Waspaloy1650,,1190,24,847,4,760,16,0,0,0,0,1.35,0.004,0.035,13.5,19.4,0,0,0,,0,0,4.05,0,0,58.53,0,,,0,0,3.07,0,0,0,0,0,0.06,1182,
218,Inconel713C,,0,0,0,0,0,0,0,0,0,0,6.3,0.011,0.09,0,13.5,0,0,0,,0,0,4.6,0,1.8,71.33,0,,,0,1.5,0.8,0,0,0,0,0,0.07,957,
219,Waspaloy,,1079,4,843,24,760,16,0,0,0,0,1.3,0.006,0.08,13.5,19.5,0,0,,,0,0,4.3,0,0,58,0,,,0,0,3,0,0,0,0,0,0,,
220,Allvac718PLUS,,954,1,718,8,621,8,0,0,0,0,1.5,0,0,15,18,0,10,,,0,0,2.8,0,5.5,46.5,0,,,0,0,0.7,0,0,0,0,0,0,,
221,AF2-1DA6,853,1210,8,1160,0,871,32,0,0,0,0,4.6,0.015,0.04,10,12,0,0,0,0,0,0,2.8,0,0,61.55,0,0,0,0,1.5,2.8,0,4.6,0,0,0,0.1,,
222,CMSX2-singlecrystal,1245,1316,4,982,5,871,20,0,0,0,0,5.6,0,0,4.6,8,0,0,0,0,0,0,0.6,0,0,66,0,0,0,0,5.8,0.9,0,7.9,0,0,0,0,,17
223,Rene220,,0,0,0,0,0,0,0,0,0,0,1.3,0.015,0.04,4,20.1,0,1,,,0,0,2.4,0,1,64.95,0,,,0.5,2.1,2.5,0,0,0,0,0,0.1,,
224,NimonicPE.16,,1038,4,799,2,699,16,0,0,0,0,1.2,0.02,0.05,1,16.5,0,33,,,0,0.1,1.1,0,0,43,0,,,0.1,0,1.2,0,0,0,0,0,0,,
225,NimonicPK.33,,1099,0,849,25,849,4,0,0,0,0,2,0.03,0.05,14,18.5,0,0.3,,,0,0.1,7,0,0,56,0,,,0.1,0,2,0,0,0,0,0,0,,
226,Inconel718KC1552,,954.4444444,1,718.3333333,8,621.1111111,8,0,0,0,0,0.26,0.0055,0.054,0.36,18.02,0.002,20.71,0,,0,0.11,2.86,0,3.94,51.99,0,,,0.31,0,0.52,0,0,0,0,0,0,1181.1,
227,Udimet720P_M,1427,1175,2,760,8,649,24,0,0,0,0,2.5,0.02,0.025,14.75,16,0,0,0,0,0,0,3,0,0,57.41,0,0,0,0,0,5,0,1.25,0,0,0,0.035,,25.3
228,InconelMA0754,,1316,1,0,0,0,0,0,0,0,0,0.3,0,0.05,0,20,0,0,,,0,0,0,0,0,78,0,,,0,0,0.5,0,0,0,0,0,0,,
229,AlloyT+B,,1190,4,800,4,0,0,0,0,0,0,3.1,0.035,0.045,17,15,0,0,,,0,0,4,0,0,53.86,0,,,0,2.5,4.4,0,0,0,0,0,0.06,,
230,Rene220,723,0,0,0,0,0,0,0,0,0,0,1.3,0.015,0.04,12.9,15,0,1,0,0,0,0,2.4,0,1,61.15,0,0,0,0.5,2.1,2.5,0,0,0,0,0,0.1,,
231,Inconel706,,1121,3,900,1.5,720,5,720,8,0,0,0.26,0.0034,0.008,0,15.65,0.003,37.1,,,0,0.02,0.02,0.0046,2.96,42.38,0,,,0.05,0,1.54,0,0,0,0,0,0,,
232,RR1000+,,1190,4,800,4,0,0,0,0,0,0,3.1,0.02,0.045,17,15,0,0,,,0,0,4.5,0,0,53.53,0.35,,,0,2,4.4,0,0,0,0,0,0.06,,
233,RR1000+,954,1150,4,800,4,0,0,0,0,0,0,3.1,0.02,0.045,17,15,0,0,0.35,0,0,0,4.5,0,0,53.53,0,0,0,0,2,4.4,0,0,0,0,0,0.06,,24.14
234,Inconel718KC1547,1236.2,3452.4,1,2327.4,8,2012.4,8,0,0,0,0,0.28,0.0061,0.058,0.37,17.55,0,17.35,0,0,0,0.11,2.96,0,6,53.54,0.002,0,0,0.3,0,1.26,0,0,0,0,0,0,,13.9
235,Udimet700,,1177,4,1079,4,843,24,760,16,0,0,4,0.03,0.06,17,15,0,0,0,,0,0,5,0,0,55,0,,,0,0,3.5,0,0,0,0,0,0,690,
236,GMR-235,,0,0,0,0,0,0,0,0,0,0,3,0.06,0.15,0,15.5,0,10,,,0,0.3,5.3,0,0,63,0,,,0,0,2,0,0,0,0,0,0,,
237,NimonicPK.33,99,1099,0.25,849,4,0,0,0,0,0,0,2,0.03,0.05,14,18.5,0,0.3,0,0,0,0.1,7,0,0,56,0,0,0,0.1,0,2,0,0,0,0,0,0,,
238,RR1000+,761,1150,4,800,4,0,0,0,0,0,0,3.1,0.02,0.045,17,15,0,0,0.35,0,0,0,4.5,0,0,53.53,0,0,0,0,2,4.4,0,0,0,0,0,0.06,,20.07
239,Alloy909,,982,1,718,8,621,8,0,0,0,0,0.05,0,0.005,12.9,0.1,0,41.4,0,,0,0,0.03,0,5.1,38.44,0,,,0.42,0,1.56,0,0,0,0,0,0,1341,
240,Thermo-Span,1158,1093,1,718,8,621,8,0,0,0,0,0.45,0.004,0,29,5.5,0,34.8,0,0,0,0,0,0,4.8,24.25,0,0,0,0.35,0,0.85,0,0,0,0,0,0,,22.8
241,Inconel601,350,0,1,0,0,0,0,0,0,0,0,1.4,0,0.05,0,23,0,14.1,0,0,0,0.5,0,0,0,60.5,0,0,0,0.2,0,0,0,0,0,0,0,0,,34
242,Inconel738X,695,1121,2,843,24,0,0,0,0,0,0,3.7,0.0125,0.15,8.96,15.5,0,0.14,0,0,0,0.1,1.68,0,1.5,59.89,0,0,0,0.1,1.9,3.75,0,2.55,0,0,0,0.069,,7
243,Inconel706,,1121,3,900,1.5,720,5,720,8,0,0,0.26,0.0034,0.008,0,15.65,0.003,37.1,,,0,0.02,0.02,0.0046,2.96,42.38,0,,,0.05,0,1.54,0,0,0,0,0,0,,
244,Inconel600,180,1121,2,0,0,0,0,0,0,0,0,0,0,0.08,0,15.5,0,8,0,0,0,0.5,0,0,0,76,0,0,0,0.2,0,0,0,0,0,0,0,0,,70
245,Inconel713C,,0,0,0,0,0,0,0,0,0,0,5.9,0.01,0.05,0,12,0,0,0,,0,0,4.5,0,2,75,0,,,0,0,1.6,0,0,0,0,0,0.1,955,
246,Inconel718,1020,982,1,718,8,621,18,0,0,0,0,0.5,0,0.04,0,19,0,18.5,0,0,0,0.2,3,0,5.1,52.5,0,0,0,0.2,0,0.9,0,0,0,0,0,0,,19
247,Udimet720,,1113,2,1079,4,649,24,760,8,0,0,2.5,0.033,0.035,14.7,18,0,0,0,,0,0,3,0,0,55.15,0,,,0,0,5,0,1.25,0,0,0,0.03,1154,
248,Waspaloy1728,716.9,1190,24,847,4,760,16,0,0,0,0,1.36,0.001,0.038,3.6,19.5,0,0,0,0,0,0,3.96,0,0,68.46,0,0,0,0,0,3.02,0,0,0,0,0,0.06,,
249,Inconel718_Ta,783,1093,1,816,8,760,2,0,0,0,0,0.47,0.0043,0.044,0,19.2,0,18,0,0,0,0,3,0,0.02,49.1,0,0,0,0.02,9.1,1.04,0,0,0,0,0,0,,8
250,Waspaloy1652,,1190,24,847,4,760,16,0,0,0,0,1.32,0.003,0.035,10,19.4,0,0,0,,0,0,4.02,0,0,62.11,0,,,0,0,3.05,0,0,0,0,0,0.06,1320,
251,MAR-M421,,1149,0,1065,0,4,0,0,0,0,0,4.52,0.019,0.18,10.78,14.96,0,0.21,,,0,0.1,1.82,0,2.32,60.04,0,,,0.04,0,1.64,0,3.33,0,0,0,0.04,,
252,Inconel706,690,982,1,843,3,718,8,621,8,0,0,0.24,0,0.021,0.03,16.2,0,37.3,0,0,0,0,0.05,0,3,41.59,0,0,0,0.05,0,1.52,0,0,0,0,0,0,,20
253,MA6000,,0,0,0,0,0,0,0,0,0,0,4.5,0.01,0.05,0,15,0,1,,,0,0,2,0,0,69.84,0,,,0,2,2.5,0,2,0,0,0,0,,
254,Unnamedalloy28,,1150,4,900,50,0,0,0,0,0,0,1.49,0,0.006,19.2,24.25,0,0,,,0,0,1.44,0,1.08,76.4,0,,,0,0,2.93,0,0,0,0,0,0,,
255,U720Li,870,1157,4,1110,4,845,24,760,16,0,0,2.49,0.015,0.012,15.3,16.4,0,0,0,0,0,0,3.06,0,0,56.35,0,0,0,0,0,5.04,0,1.3,0,0,0,0.035,,33
256,Rene95,,1052,1,871,1,0,704,0,0,0,0,3.43,0.009,0.07,7.85,13.63,0.007,0,0,,0,0,3.5,0,3.46,62,0,,,0.01,0,2.48,0,3.5,0,0,0,0.05,1531,
257,U720Li,,1170,4,1080,4,845,24,760,16,0,0,2.47,0.018,0.023,15.3,16.2,0,0,0,,0,0,3.06,0,0,56.38,0,,,0,0,5.18,0,1.33,0,0,0,0.039,890,
258,M22,860,0,0,0,0,0,0,0,0,0,0,6.3,0,0.13,0,5.7,0,0,0,0,0,0,2,0,0,71,0,0,0,0,3,0,0,11,0,0,0,0.6,,7
259,B-1900,830,0,0,0,0,0,0,0,0,0,0,6,0.015,0.1,10,8,0,0,0,0,0,0,6,0,0,64,0,0,0,0,4,1,0,0,0,0,0,0.1,,8
260,Inconel731X,,0,0,0,0,0,0,0,0,0,0,5.6,0.014,0.16,9.72,9.6,0,0.23,,,0,0,2.46,0,0,66.66,0,,,0.045,0,4.66,0.85,0,0,0,0,0,,
261,Unnamedalloy20,,0,0,0,0,0,0,0,0,0,0,6,0.02,0.019,0,6,0,0,,,0,0,2,0,1.5,73.36,0,,,0,0,0,0,11,0,0,0,0.1,,
262,MAR-M421,400,1149,2,1065,4,760,16,0,0,0,0,4.3,0.015,0.14,9.5,15.8,0,0,0,0,0,0,2,0,2,61,0,0,0,0,0,1.8,0,3.8,0,0,0,0.05,,40
263,Udimet500,,1149,4,1079,4,760,16,0,0,0,0,3,0.07,0.07,19,18,0,0,0,,0,0,4.2,0,0,52,0,,,0,0,3,0,0,0,0,0,0.05,662,
264,Udimet720P/M,,1129,2,760,8,649,24,0,0,0,0,2.5,0.02,0.025,14.75,16,0,0,,,0,0,3,0,0,57.41,0,,,0,0,5,0,1.25,0,0,0,0.035,,
265,MERL76,,1176,2,1121,0,0,0,0,0,0,0,5,0.02,0.02,18.5,12.5,0,0,,,0,0,3.2,0,1.4,54.5,0.4,,,0,0,4.4,0,0,0,0,0,0.06,,
